order_id,customer_id,order_date,product_category,unit_price,quantity,discount_pct,region,status,revenue
100363,1047,11/23/2024,Books,78.65,4,15.0,South,completed,267.41
100364,1303,2024-02-12,Sports,95.98,2,0.0,East,refunded,191.96
100365,1034,2024-07-08,Books,81.89,1,5.0,South,cancelled,77.8
100366,1134,20-Jun-2024,Electronics,152.22,4,5.0,South,completed,578.44
100367,1070,25-Apr-2024,Electronics,70.14,5,0.0,West,cancelled,350.7
100368,1064,2024-01-09,Books,83.87,3,0.0,South,completed,251.61
100369,1070,2024-10-09,Sports,80.7,5,0.0,North,cancelled,403.5
100370,1017,05/02/2024,SPORTS,30.23,5,15.0,East,completed,128.48
100371,1329,30-Aug-2024,Home & Kitchen,40.05,3,15.0,East,completed,102.13
100372,1024,05/30/2024,Home & Kitchen,74.53,2,0.0,North,completed,149.06
100373,1159,16-May-2024,Toys,88.49,1,20.0,West,completed,70.79
100374,1279,11/20/2024,Home & Kitchen,24.2,4,20.0,South,cancelled,77.44
100375,1396,02/04/2024,Sports,155.4,3,10.0,North,completed,419.58
100376,1341,2024-09-26,Home & Kitchen,91.72,1,10.0,North,refunded,82.55
100377,1054,30-Sep-2024,Home & Kitchen,72.61,1,20.0,East,completed,
100378,1395,19-May-2024,Electronics,89.82,5,10.0,North,completed,404.19
100379,1261,2024-04-06,Books,56.46,2,20.0,South,completed,90.34
100380,1071,02-Jan-2024,Books,79.04,2,20.0,East,completed,
100381,1179,08-Dec-2024,Electronics,84.79,4,0.0,West,completed,339.16
100382,1367,12/12/2024,Apparel,123.5,2,10.0,South,completed,222.3
100383,1157,29-Mar-2024,Sports,67.26,5,15.0,West,refunded,285.86
100384,1073,01/12/2024,Apparel,35.3,4,15.0,South,completed,120.02
100385,1350,2024-02-14,Toys,47.4,2,0.0,West,completed,94.8
100386,1381,25-Jan-2024,Home & Kitchen,64.77,2,20.0,South,refunded,103.63
100387,1390,2024-10-31,Electronics,37.3,5,5.0,North,refunded,177.18
100388,1382,22-Nov-2024,Apparel,44.9,3,0.0,East,completed,134.7
100389,1349,2024-02-26,Sports,47.62,5,0.0,West,cancelled,238.1
100390,1181,09/30/2024,Home & Kitchen,62.74,2,0.0,West,cancelled,125.48
100391,1076,06-Mar-2024,Toys,91.18,1,20.0,West,refunded,72.94
100392,1246,05/14/2024,Electronics,61.37,5,15.0,North,completed,260.82
100393,1088,07-Aug-2024,Electronics,93.96,2,15.0,East,completed,159.73
100394,1189,2024-09-20,Sports,72.64,5,20.0,East,completed,290.56
100395,1262,2024-11-16,Sports,45.65,4,0.0,East,completed,182.6
100396,1378,2024-01-17,Home & Kitchen,85.43,2,10.0,North,completed,153.77
100397,1115,2024-03-12,Home & Kitchen,79.5,4,0.0,North,completed,318.0
100398,1100,2024-04-12,ELECTRONICS,95.08,1,15.0,East,completed,80.82
100399,1293,04/23/2024,Sports,103.87,2,0.0,West,refunded,207.74
100400,1002,2024-12-31,Apparel,125.25,2,,North,completed,212.92
100401,1226,11-Oct-2024,Electronics,92.56,4,15.0,North,completed,314.7
100402,1298,2024-04-27,Apparel,78.31,3,15.0,South,completed,199.69
100403,1220,21-Dec-2024,Books,95.27,4,20.0,South,completed,304.86
100404,1153,01-Jul-2024,Home & Kitchen,58.54,3,15.0,West,cancelled,149.28
100405,1331,02-Jul-2024,Books,56.51,4,0.0,West,cancelled,226.04
100406,1148,07-Jun-2024,Home & Kitchen,132.92,1,5.0,East,refunded,126.27
100407,1284,22-Feb-2024,Home & Kitchen,55.73,4,5.0,West,refunded,211.77
100408,1185,07-Dec-2024,Home & Kitchen,48.21,1,0.0,North,completed,48.21
100409,1010,01/06/2024,Home & Kitchen,92.53,1,10.0,West,cancelled,83.28
100410,1212,03/04/2024,Electronics,58.78,4,5.0,South,refunded,223.36
100411,1019,03/25/2024,Sports,103.4,1,0.0,South,completed,103.4
100412,1372,04/12/2024,Apparel,121.11,4,0.0,North,refunded,484.44
100413,1240,02/18/2024,Toys,51.46,1,5.0,North,cancelled,48.89
100414,1148,2024-01-07,Apparel,97.54,1,10.0,North,refunded,87.79
100415,1194,05-Sep-2024,Apparel,55.11,5,0.0,South,completed,275.55
100416,1247,20-Dec-2024,Apparel,65.41,1,10.0,North,completed,58.87
100417,1104,14-Feb-2024,Electronics,83.67,5,0.0,North,completed,418.35
100418,1115,2024-04-18,Toys,56.57,2,0.0,East,completed,113.14
100419,1167,04-Jul-2024,Electronics,80.29,4,0.0,West,cancelled,321.16
100420,1103,12/05/2024,Toys,67.91,5,0.0,North,completed,339.55
100421,1303,2024-09-11,Books,104.44,1,20.0,East,cancelled,83.55
100422,1041,07-Oct-2024,Toys,104.56,2,0.0,West,completed,209.12
100423,1330,31-Jul-2024,Apparel,56.7,3,0.0,South,completed,170.1
100424,1139,01-Jun-2024,HOME & KITCHEN,84.52,5,15.0,North,completed,359.21
100425,1224,03/14/2024,Books,111.61,1,0.0,North,completed,111.61
100426,1063,2024-11-12,Home & Kitchen,44.54,1,20.0,West,completed,35.63
100427,1154,2024-10-21,Apparel,67.72,2,15.0,South,completed,115.12
100428,1301,10-Jan-2024,TOYS,82.87,2,20.0,North,completed,132.59
100429,1108,18-Sep-2024,Books,43.62,2,20.0,West,refunded,69.79
100430,1052,2024-01-31,Books,59.86,1,0.0,West,completed,
100431,1208,27-Sep-2024,Electronics,145.04,5,5.0,East,cancelled,688.94
100432,1064,2024-10-29,Books,55.66,4,15.0,North,cancelled,189.24
100433,1125,17-Feb-2024,Electronics,58.54,1,0.0,North,completed,58.54
100434,1180,2024-06-07,SPORTS,32.22,3,5.0,North,cancelled,91.83
100435,1225,15-Feb-2024,Books,92.08,4,10.0,North,completed,331.49
100436,1255,2024-07-26,Sports,41.07,4,15.0,East,completed,139.64
100437,1270,12/05/2024,Books,68.4,5,0.0,South,refunded,342.0
100438,1337,30-Jan-2024,Apparel,48.43,4,20.0,West,completed,154.98
100439,1026,25-May-2024,Home & Kitchen,80.22,4,10.0,North,refunded,288.79
100440,1144,12/22/2024,Home & Kitchen,14.74,1,0.0,East,cancelled,14.74
100441,1000,20-Apr-2024,Apparel,75.28,1,0.0,West,completed,75.28
100442,1003,2024-02-18,Toys,83.9,4,20.0,North,completed,
100443,1084,06/27/2024,Apparel,60.58,5,0.0,East,completed,302.9
100444,1239,05-Jul-2024,Toys,62.34,2,0.0,East,cancelled,124.68
100445,1357,2024-08-30,APPAREL,57.14,4,0.0,North,cancelled,228.56
100446,1309,04/24/2024,Home & Kitchen,67.98,2,20.0,South,cancelled,108.77
100447,1258,12/15/2024,Home & Kitchen,133.71,3,10.0,West,completed,361.02
100448,1311,07/09/2024,Sports,105.89,4,0.0,West,completed,7638.724864500999
100449,1068,14-Apr-2024,Books,67.95,4,0.0,South,completed,271.8
100450,1335,12/17/2024,Books,59.87,1,20.0,North,completed,47.9
100451,1356,04-Dec-2024,Home & Kitchen,101.49,5,0.0,North,refunded,507.45
100452,1038,07/01/2024,Apparel,77.9,5,10.0,West,cancelled,350.55
100453,1187,10-Jan-2024,Toys,43.1,3,5.0,East,completed,122.84
100454,1332,08/06/2024,Sports,64.39,2,15.0,South,completed,109.46
100455,1190,22-Jul-2024,Electronics,127.37,3,15.0,North,cancelled,324.79
100456,1336,02/24/2024,Sports,90.46,5,15.0,West,completed,384.45
100457,1374,20-Aug-2024,Electronics,60.17,3,0.0,South,refunded,180.51
100458,1189,03-Nov-2024,Electronics,34.07,1,,East,completed,32.37
100459,1023,2024-02-08,Sports,80.04,1,10.0,West,completed,72.04
100460,1136,2024-09-21,Electronics,72.82,5,,East,completed,364.1
100461,1086,2024-02-21,Apparel,67.0,4,10.0,West,completed,241.2
100462,1189,10/01/2024,Sports,101.99,4,10.0,East,completed,367.16
100463,1234,06/02/2024,Sports,90.95,1,0.0,South,refunded,90.95
100464,1185,2024-01-03,Apparel,34.66,1,0.0,West,completed,34.66
100465,1078,19-Dec-2024,Electronics,73.01,2,20.0,East,completed,116.82
100466,1120,01-Mar-2024,Toys,38.98,2,15.0,West,completed,66.27
100467,1271,08/06/2024,Books,57.59,2,20.0,North,completed,
100468,1010,2024-03-07,Books,37.56,3,0.0,East,completed,112.68
100469,1085,07-Dec-2024,Toys,38.22,2,0.0,East,completed,76.44
100470,1356,2024-09-27,Apparel,84.41,1,0.0,North,refunded,84.41
100471,1039,2024-10-21,Books,80.71,3,0.0,South,completed,242.13
100472,1165,07-Jun-2024,Apparel,70.57,4,0.0,West,completed,282.28
100473,1082,20-Jun-2024,Electronics,55.29,4,0.0,East,cancelled,221.16
100474,1041,08/20/2024,Books,36.2,2,20.0,West,completed,57.92
100475,1169,2024-10-14,HOME & KITCHEN,57.71,2,0.0,North,refunded,115.42
100476,1208,2024-11-05,Books,80.87,3,5.0,North,completed,230.48
100477,1070,07-Jan-2024,Apparel,80.05,1,5.0,West,cancelled,76.05
100478,1031,2024-08-30,Books,126.19,5,0.0,South,completed,630.95
100479,1053,09-Feb-2024,Sports,118.17,5,20.0,West,completed,472.68
100480,1260,04/15/2024,Apparel,71.84,1,0.0,West,completed,71.84
100481,1344,10/30/2024,Home & Kitchen,57.43,5,20.0,South,completed,229.72
100482,1072,01-Apr-2024,Books,49.02,1,15.0,West,completed,41.67
100483,1128,10/18/2024,Electronics,33.46,3,0.0,West,cancelled,100.38
100484,1137,06/18/2024,Apparel,41.05,4,15.0,North,completed,139.57
100485,1144,03/26/2024,Apparel,145.55,2,5.0,North,completed,276.54
100486,1097,2024-05-02,Sports,80.93,2,20.0,North,cancelled,129.49
100487,1022,07/13/2024,Home & Kitchen,93.74,1,0.0,East,cancelled,93.74
100488,1210,10/07/2024,Sports,62.78,4,0.0,North,refunded,251.12
100489,1142,2024-08-09,Apparel,182.96,1,5.0,South,completed,173.81
100490,1136,12/07/2024,Home & Kitchen,41.24,3,20.0,South,cancelled,98.98
100491,1105,11/13/2024,Home & Kitchen,31.84,2,0.0,North,completed,63.68
100492,1371,2024-10-02,Toys,181.49,5,15.0,South,cancelled,771.33
100493,1244,08-Aug-2024,HOME & KITCHEN,35.34,5,20.0,East,completed,141.36
100494,1167,16-Apr-2024,HOME & KITCHEN,62.38,5,5.0,West,completed,296.3
100495,1082,05/31/2024,Sports,50.95,4,20.0,South,completed,163.04
100496,1320,2024-02-13,HOME & KITCHEN,83.6,3,15.0,East,completed,213.18
100497,1355,05/16/2024,Apparel,60.25,2,0.0,East,completed,120.5
100498,1012,05-Dec-2024,Home & Kitchen,93.87,1,15.0,South,refunded,79.79
100499,1371,2024-06-04,Apparel,102.91,5,10.0,East,completed,463.1
100500,1279,11-Feb-2024,Toys,33.3,2,0.0,West,completed,66.6
100501,1039,26-Aug-2024,Sports,48.26,3,5.0,North,completed,137.54
100502,1301,2024-12-18,Books,97.44,1,10.0,East,completed,87.7
100503,1042,2024-11-13,Toys,112.0,2,15.0,North,completed,190.4
100504,1020,10-Apr-2024,Electronics,76.98,4,15.0,West,completed,261.73
100505,1046,15-Jun-2024,Apparel,86.35,3,5.0,East,cancelled,246.1
100506,1183,13-Jul-2024,Home & Kitchen,129.77,3,0.0,North,refunded,389.31
100507,1247,03/31/2024,Sports,60.59,2,0.0,East,completed,121.18
100508,1162,04/08/2024,Home & Kitchen,76.6,1,0.0,South,completed,76.6
100509,1048,03/27/2024,Books,118.22,5,10.0,North,cancelled,531.99
100510,1079,12/30/2024,Home & Kitchen,121.51,3,20.0,West,refunded,291.62
100511,1340,30-Sep-2024,Sports,68.22,2,0.0,South,completed,136.44
100512,1385,2024-11-03,Electronics,48.99,2,10.0,North,refunded,88.18
100513,1301,2024-10-25,Books,67.88,4,10.0,East,completed,244.37
100514,1041,2024-12-17,Books,70.84,3,0.0,South,completed,212.52
100515,1327,08-Feb-2024,Toys,48.15,2,0.0,East,completed,96.3
100516,1276,18-Nov-2024,Apparel,51.53,5,0.0,North,refunded,257.65
100517,1210,2024-01-25,Electronics,121.59,5,10.0,West,cancelled,547.16
100518,1057,2024-06-23,Toys,88.12,1,0.0,South,completed,88.12
100519,1398,2024-08-05,Apparel,62.52,4,15.0,South,refunded,212.57
100520,1177,2024-05-10,Books,42.46,5,0.0,West,refunded,212.3
100521,1017,02/23/2024,Toys,51.82,3,0.0,East,cancelled,155.46
100522,1083,03/11/2024,Sports,30.57,1,0.0,North,completed,30.57
100523,1160,10/28/2024,Books,77.88,1,0.0,East,completed,77.88
100524,1024,2024-04-26,Toys,50.5,4,0.0,East,completed,202.0
100525,1129,04/23/2024,Apparel,80.63,5,15.0,South,refunded,342.68
100526,1187,03-Dec-2024,Electronics,97.0,1,5.0,North,completed,92.15
100527,1379,02/22/2024,Electronics,81.15,3,0.0,North,refunded,243.45
100528,1034,30-Nov-2024,Apparel,59.04,3,0.0,West,completed,177.12
100529,1230,03-Dec-2024,Sports,47.0,2,5.0,North,cancelled,89.3
100530,1366,07-Aug-2024,Electronics,39.53,4,0.0,East,refunded,158.12
100531,1322,03/01/2024,Electronics,116.38,5,10.0,West,completed,523.71
100532,1369,2024-02-27,Toys,79.59,2,20.0,South,cancelled,127.34
100533,1068,04/14/2024,Toys,60.58,1,0.0,North,cancelled,60.58
100534,1320,07/30/2024,Electronics,91.37,2,5.0,East,completed,173.6
100535,1391,26-Feb-2024,Sports,108.17,2,15.0,East,completed,183.89
100536,1130,15-Jun-2024,Electronics,50.99,4,0.0,North,cancelled,203.96
100537,1199,02/12/2024,Toys,78.53,3,5.0,East,cancelled,223.81
100538,1212,07/16/2024,Books,79.24,1,0.0,North,completed,79.24
100539,1197,08-Jan-2024,Books,127.3,2,10.0,South,completed,229.14
100540,1115,16-Sep-2024,Sports,60.19,4,15.0,South,completed,204.65
100541,1388,21-Jan-2024,Sports,46.21,3,0.0,West,completed,138.63
100542,1382,03/12/2024,Books,82.38,3,0.0,West,refunded,247.14
100543,1152,03/04/2024,Sports,94.7,2,0.0,East,completed,189.4
100544,1322,10/31/2024,Apparel,75.69,2,0.0,East,completed,151.38
100545,1159,01/20/2024,Toys,131.15,1,0.0,North,cancelled,131.15
100546,1317,2024-06-06,Sports,60.11,1,10.0,North,completed,54.1
100547,1233,2024-08-04,Books,76.52,1,20.0,West,completed,61.22
100548,1188,07/07/2024,Sports,34.6,4,0.0,South,completed,138.4
100549,1051,09/06/2024,Books,45.0,1,20.0,East,completed,36.0
100550,1261,2024-10-20,Electronics,51.14,3,15.0,East,completed,130.41
100551,1128,2024-05-24,Electronics,64.67,5,15.0,South,completed,274.85
100552,1086,30-Oct-2024,Electronics,37.35,4,15.0,East,cancelled,126.99
100553,1077,04/26/2024,Sports,90.81,3,0.0,East,refunded,272.43
100554,1392,12/26/2024,Toys,49.05,1,5.0,North,completed,46.6
100555,1041,03-Jul-2024,Home & Kitchen,168.16,3,5.0,East,completed,479.26
100556,1319,2024-09-26,Electronics,49.86,5,10.0,North,completed,224.37
100557,1346,16-Nov-2024,Books,73.03,2,15.0,South,refunded,124.15
100558,1012,17-Oct-2024,Toys,68.99,5,0.0,West,refunded,344.95
100559,1235,11/07/2024,Sports,43.21,4,10.0,West,completed,155.56
100560,1230,07/15/2024,Apparel,64.78,2,15.0,North,completed,110.13
100561,1143,16-Jan-2024,Apparel,64.42,1,0.0,East,refunded,64.42
100562,1266,2024-06-29,Electronics,102.96,1,0.0,East,completed,102.96
100563,1163,2024-03-07,Home & Kitchen,83.75,2,20.0,East,refunded,134.0
100564,1175,21-Nov-2024,Books,90.22,2,0.0,West,cancelled,180.44
100565,1172,2024-03-27,Apparel,101.97,4,0.0,North,refunded,407.88
100566,1320,24-Mar-2024,Toys,90.86,3,15.0,East,completed,231.69
100567,1253,01-Apr-2024,Toys,78.24,3,0.0,South,cancelled,234.72
100568,1151,08/23/2024,Home & Kitchen,50.93,4,10.0,North,completed,183.35
100569,1370,2024-07-28,Home & Kitchen,76.05,4,20.0,South,completed,243.36
100570,1320,13-Dec-2024,Toys,46.55,4,5.0,North,cancelled,176.89
100571,1373,01-Jun-2024,Electronics,67.0,5,5.0,East,completed,318.25
100572,1292,04/13/2024,Apparel,63.12,2,5.0,East,refunded,119.93
100573,1156,2024-01-19,Books,64.93,5,0.0,East,refunded,324.65
100574,1309,01/03/2024,Toys,37.53,3,0.0,North,completed,112.59
100575,1131,05/16/2024,Toys,14.89,1,5.0,West,completed,14.15
100576,1108,2024-12-04,Electronics,57.95,1,,North,refunded,46.36
100577,1180,07/10/2024,Home & Kitchen,112.38,1,20.0,South,completed,89.9
100578,1387,2024-11-23,Home & Kitchen,72.55,5,20.0,South,cancelled,290.2
100579,1227,07-Feb-2024,Home & Kitchen,108.8,1,0.0,East,refunded,108.8
100580,1153,02/04/2024,Home & Kitchen,46.69,5,0.0,South,completed,233.45
100581,1184,01-Nov-2024,Books,56.65,4,15.0,West,completed,192.61
100582,1116,02/09/2024,Electronics,172.72,3,5.0,West,completed,492.25
100583,1263,20-Jan-2024,Toys,48.01,5,0.0,West,completed,240.05
100584,1140,27-May-2024,Sports,89.45,5,0.0,North,completed,447.25
100585,1221,2024-12-04,Sports,89.39,5,0.0,West,cancelled,446.95
100586,1147,09/09/2024,Home & Kitchen,85.11,3,0.0,North,refunded,
100587,1128,06-Feb-2024,Home & Kitchen,89.95,2,0.0,West,completed,179.9
100588,1388,11/02/2024,SPORTS,47.69,1,0.0,West,cancelled,47.69
100589,1138,2024-11-04,Home & Kitchen,59.21,5,5.0,North,completed,281.25
100590,1028,20-Oct-2024,Toys,17.24,5,0.0,North,completed,86.2
100591,1151,2024-11-26,Electronics,129.19,3,0.0,East,completed,387.57
100592,1212,28-Mar-2024,Electronics,89.71,1,20.0,North,completed,71.77
100593,1037,24-Dec-2024,Toys,51.17,5,0.0,West,completed,255.85
100594,1122,2024-04-27,Sports,46.93,2,0.0,East,completed,93.86
100595,1066,2024-10-20,Electronics,113.24,3,10.0,East,refunded,305.75
100596,1200,31-Jul-2024,Books,49.52,4,5.0,West,cancelled,188.18
100597,1289,10/12/2024,Electronics,51.1,1,10.0,North,refunded,45.99
100598,1387,17-Aug-2024,Books,42.34,1,0.0,East,refunded,42.34
100599,1155,23-Aug-2024,TOYS,97.1,1,15.0,West,completed,82.54
100600,1345,2024-08-13,Books,108.1,5,0.0,North,completed,540.5
100601,1085,12-Oct-2024,Books,63.3,5,15.0,North,completed,269.02
100602,1312,09/27/2024,Home & Kitchen,108.4,3,0.0,North,cancelled,325.2
100603,1225,19-Feb-2024,Toys,81.96,3,0.0,South,completed,245.88
100604,1303,2024-10-29,Home & Kitchen,41.13,3,0.0,North,completed,123.39
100605,1302,2024-07-15,Apparel,125.05,2,0.0,North,completed,250.1
100606,1212,04/28/2024,Home & Kitchen,42.13,3,10.0,West,completed,113.75
100607,1102,07/07/2024,Apparel,65.37,2,5.0,South,refunded,124.2
100608,1210,12/19/2024,Books,63.38,4,0.0,South,completed,
100609,1330,2024-11-09,Apparel,58.38,2,5.0,South,refunded,110.92
100610,1388,11/01/2024,Electronics,25.69,4,0.0,West,cancelled,102.76
100611,1371,18-Jun-2024,Home & Kitchen,156.56,5,0.0,South,completed,782.8
100612,1072,13-Oct-2024,Toys,27.52,2,15.0,South,cancelled,46.78
100613,1238,20-May-2024,Sports,128.5,1,0.0,West,cancelled,128.5
100614,1041,2024-09-08,SPORTS,46.18,3,10.0,North,completed,124.69
100615,1267,22-Aug-2024,Apparel,53.38,1,0.0,South,refunded,53.38
100616,1396,04/01/2024,HOME & KITCHEN,122.93,2,0.0,East,completed,245.86
100617,1021,07-Apr-2024,Sports,85.84,4,0.0,East,completed,343.36
100618,1262,23-Jan-2024,Sports,35.18,3,0.0,West,completed,105.54
100619,1378,2024-02-21,Books,34.83,3,20.0,West,refunded,83.59
100620,1338,07-Jun-2024,SPORTS,80.33,4,0.0,South,cancelled,321.32
100621,1156,06/23/2024,Books,41.78,1,10.0,West,refunded,37.6
100622,1041,01-Mar-2024,Toys,87.62,3,5.0,North,refunded,249.72
100623,1369,06/01/2024,Electronics,91.57,1,5.0,North,completed,86.99
100624,1368,2024-08-09,Apparel,48.5,3,10.0,West,cancelled,130.95
100625,1231,26-Mar-2024,Apparel,54.72,2,5.0,North,completed,103.97
100626,1391,2024-05-03,Electronics,81.48,5,0.0,South,completed,407.4
100627,1001,14-May-2024,Home & Kitchen,47.5,2,10.0,East,refunded,85.5
100628,1246,2024-07-03,Toys,72.6,2,0.0,South,cancelled,145.2
100629,1015,14-May-2024,Apparel,177.45,1,5.0,West,cancelled,168.58
100630,1374,09/26/2024,Electronics,83.21,1,0.0,South,completed,83.21
100631,1272,2024-04-29,Home & Kitchen,58.75,2,5.0,East,completed,111.62
100632,1365,2024-06-07,Home & Kitchen,163.71,2,0.0,North,completed,327.42
100633,1225,2024-05-18,Home & Kitchen,100.15,4,10.0,North,completed,360.54
100634,1033,07-Mar-2024,Electronics,42.26,5,0.0,North,refunded,211.3
100635,1010,07-Sep-2024,Toys,46.08,5,0.0,East,refunded,230.4
100636,1134,27-Mar-2024,Toys,29.18,5,0.0,North,completed,145.9
100637,1297,04/18/2024,Apparel,80.83,5,5.0,East,completed,383.94
100638,1060,10/17/2024,Sports,23.3,3,10.0,South,completed,62.91
100639,1340,13-Dec-2024,Books,163.62,2,5.0,East,completed,310.88
100640,1095,2024-09-02,Books,61.99,4,15.0,West,completed,210.77
100641,1198,01-Dec-2024,Electronics,102.88,2,15.0,West,completed,174.9
100642,1081,11/08/2024,Books,59.45,4,20.0,North,refunded,190.24
100643,1186,06/25/2024,Electronics,80.2,5,,West,cancelled,320.8
100644,1180,10/08/2024,Electronics,65.78,1,20.0,West,refunded,52.62
100645,1002,30-Apr-2024,Apparel,71.67,4,15.0,East,cancelled,243.68
100646,1227,17-Jun-2024,Toys,116.96,5,5.0,North,completed,555.56
100647,1314,14-Jul-2024,Electronics,141.79,3,5.0,East,cancelled,404.1
100648,1374,2024-12-17,Home & Kitchen,136.86,2,10.0,East,cancelled,246.35
100649,1132,2024-11-06,Home & Kitchen,238.49,2,0.0,East,completed,476.98
100650,1352,28-Jun-2024,Apparel,49.95,1,10.0,South,refunded,44.96
100651,1351,26-Aug-2024,Books,83.68,2,10.0,East,completed,150.62
100652,1395,2024-03-15,Home & Kitchen,50.5,4,5.0,East,cancelled,191.9
100653,1149,21-Oct-2024,Home & Kitchen,114.83,3,15.0,South,completed,292.82
100654,1340,2024-07-21,Electronics,43.25,2,10.0,West,completed,77.85
100655,1226,13-Jul-2024,Home & Kitchen,117.87,3,20.0,East,completed,282.89
100656,1023,07-Oct-2024,Electronics,76.83,5,20.0,South,completed,307.32
100657,1108,08/19/2024,Sports,67.48,1,15.0,East,completed,57.36
100658,1268,2024-01-27,Apparel,71.01,1,0.0,West,completed,71.01
100659,1064,15-Apr-2024,Apparel,39.59,5,0.0,South,refunded,197.95
100660,1173,2024-03-05,Toys,41.22,4,0.0,East,completed,164.88
100661,1309,09/25/2024,Sports,77.45,3,10.0,North,refunded,209.12
100662,1059,01/13/2024,Electronics,77.21,5,20.0,South,cancelled,308.84
100663,1198,2024-03-15,Apparel,51.58,3,20.0,East,refunded,123.79
100664,1085,08/06/2024,Home & Kitchen,61.68,3,10.0,West,completed,166.54
100665,1214,11-Sep-2024,Toys,86.82,2,10.0,East,completed,156.28
100666,1096,2024-07-03,Home & Kitchen,47.38,5,20.0,East,refunded,189.52
100667,1386,11/11/2024,Electronics,27.45,4,10.0,South,completed,98.82
100668,1030,2024-12-02,Toys,131.27,2,0.0,East,refunded,262.54
100669,1385,02/18/2024,Apparel,79.89,4,5.0,South,completed,303.58
100670,1316,2024-12-14,Electronics,55.94,4,0.0,North,completed,223.76
100671,1342,2024-08-12,Toys,50.43,1,10.0,North,completed,45.39
100672,1340,08/20/2024,Home & Kitchen,47.16,1,10.0,East,refunded,42.44
100673,1075,2024-02-04,BOOKS,114.63,3,0.0,West,completed,343.89
100674,1372,2024-08-15,Toys,36.36,4,0.0,South,completed,145.44
100675,1237,22-Sep-2024,Apparel,83.58,4,0.0,West,completed,334.32
100676,1384,31-Jul-2024,Sports,83.55,2,0.0,West,refunded,167.1
100677,1351,2024-01-31,Sports,97.88,5,15.0,East,cancelled,415.99
100678,1231,10-Jul-2024,Sports,58.44,3,10.0,West,cancelled,157.79
100679,1149,12/08/2024,Electronics,126.28,2,20.0,South,completed,202.05
100680,1046,2024-09-21,Home & Kitchen,99.17,1,20.0,South,refunded,79.34
100681,1040,20-Feb-2024,HOME & KITCHEN,57.53,5,15.0,East,completed,244.5
100682,1155,12/17/2024,Toys,49.32,4,,East,cancelled,197.28
100683,1324,2024-12-16,Electronics,65.86,3,,East,completed,197.58
100684,1202,2024-03-02,Sports,56.64,2,0.0,South,completed,113.28
100685,1192,20-Oct-2024,Toys,45.53,1,0.0,West,refunded,45.53
100686,1097,2024-05-28,Books,72.45,1,0.0,North,cancelled,72.45
100687,1225,08/05/2024,Home & Kitchen,61.87,1,0.0,North,completed,61.87
100688,1255,2024-06-11,Electronics,139.64,3,0.0,South,refunded,418.92
100689,1392,13-Oct-2024,Toys,56.59,1,15.0,North,completed,48.1
100690,1291,30-Dec-2024,Electronics,49.1,1,5.0,South,completed,46.64
100691,1242,10/18/2024,Electronics,70.33,2,10.0,East,completed,126.59
100692,1364,12/06/2024,Books,78.75,4,10.0,South,completed,283.5
100693,1169,12/12/2024,BOOKS,81.47,3,20.0,North,completed,195.53
100694,1373,02/02/2024,Toys,81.11,1,0.0,South,cancelled,81.11
100695,1147,02-Apr-2024,Books,71.42,4,,East,refunded,285.68
100696,1051,21-Sep-2024,Electronics,69.07,3,0.0,West,completed,207.21
100697,1167,2024-08-03,Electronics,91.8,1,5.0,West,completed,87.21
100698,1051,19-Jan-2024,Home & Kitchen,43.56,4,5.0,East,completed,165.53
100699,1047,2024-02-04,Electronics,49.27,5,15.0,North,completed,209.4
100700,1352,2024-07-09,Books,31.86,3,5.0,North,refunded,90.8
100701,1317,08/13/2024,Electronics,43.91,1,0.0,South,refunded,43.91
100702,1088,2024-03-02,SPORTS,109.62,2,5.0,North,completed,208.28
100703,1335,03-Mar-2024,Books,90.08,3,20.0,East,completed,216.19
100704,1027,17-Feb-2024,Toys,147.99,5,10.0,South,cancelled,665.96
100705,1113,2024-07-25,Home & Kitchen,132.13,5,10.0,West,refunded,594.58
100706,1282,2024-01-03,Apparel,90.42,5,0.0,South,completed,452.1
100707,1121,07/28/2024,Sports,75.03,5,0.0,South,completed,375.15
100708,1292,23-Jun-2024,Toys,70.95,3,0.0,East,cancelled,212.85
100709,1349,06/19/2024,Apparel,22.54,4,0.0,North,refunded,90.16
100710,1026,05-Sep-2024,Home & Kitchen,67.4,4,5.0,West,refunded,256.12
100711,1009,2024-07-10,Toys,53.37,4,20.0,East,completed,170.78
100712,1376,09/23/2024,Books,44.85,4,,East,completed,170.43
100713,1208,2024-10-06,Apparel,84.04,1,10.0,South,completed,75.64
100714,1202,2024-12-02,Electronics,63.73,5,15.0,West,refunded,270.85
100715,1185,19-Oct-2024,Sports,72.92,1,15.0,West,completed,61.98
100716,1173,2024-07-08,Books,41.71,3,10.0,North,completed,112.62
100717,1276,2024-06-29,Books,101.06,3,15.0,East,cancelled,257.7
100718,1231,03/27/2024,Apparel,56.47,5,0.0,West,completed,282.35
100719,1065,07-Aug-2024,ELECTRONICS,82.05,1,0.0,South,completed,82.05
100720,1250,02/20/2024,SPORTS,58.69,3,0.0,East,completed,176.07
100721,1267,2024-12-06,Toys,20.37,2,15.0,West,cancelled,34.63
100722,1045,05-Nov-2024,Books,85.55,1,0.0,South,completed,85.55
100723,1150,02/13/2024,Electronics,65.65,2,20.0,East,cancelled,105.04
100724,1316,14-Oct-2024,Home & Kitchen,30.74,3,0.0,East,cancelled,92.22
100725,1247,2024-02-12,Apparel,39.26,5,0.0,North,completed,196.3
